Year,Month,Day,Temp high,Temp avg,Temp low,Dew Point high,Dew Point avg,Dew Point low,Humidity high,Humidity avg,Humidity low,Pressure high,Pressure avg,Pressure low,Visibility high,Visibility avg,Visibility low,Wind high,Wind avg,Wind high,Precip. (mm),Events
2011,11,5,17,13,8,7,4,1,82,61,39,1017,1015,1010,16,16,16,14,4,26,0,
2011,11,6,16,13,9,9,7,3,86,71,55,1018,1016,1014,16,11,2,24,4,34,9.14,Rain
2011,11,7,18,12,7,7,6,4,89,66,43,1023,1020,1017,16,16,16,16,2,24,0,
2011,11,8,21,14,8,6,3,-1,76,50,24,1025,1023,1022,16,16,16,13,2,19,0,
2011,11,9,24,16,7,7,-1,-7,65,39,12,1024,1022,1019,16,16,16,11,2,21,0,
2011,11,10,24,19,13,0,-3,-7,35,25,15,1022,1019,1015,16,16,16,14,3,24,0,
2011,11,11,22,18,14,4,1,-2,43,32,20,1015,1012,1010,16,16,16,16,2,27,T,Rain
2011,11,12,18,15,12,10,7,0,89,61,32,1011,1009,1008,16,16,8,24,7,39,4.06,Rain
2011,11,13,22,17,12,11,9,7,83,64,44,1014,1012,1010,16,16,14,13,1,24,0,
2011,11,14,19,15,10,12,11,8,83,73,63,1016,1014,1013,16,16,14,13,2,19,0,
2011,11,15,19,16,13,12,11,9,86,71,56,1019,1017,1016,16,13,8,13,1,23,0,
2011,11,16,19,16,13,12,11,10,93,76,58,1021,1020,1018,13,7,4,13,2,19,0,
2011,11,17,23,17,11,13,11,7,96,68,40,1020,1016,1015,16,10,6,13,1,19,0,
2011,11,18,16,15,13,11,10,9,86,75,64,1015,1014,1013,16,12,5,10,0,14,0,
2011,11,19,17,15,12,11,9,7,86,71,56,1015,1013,1012,16,16,11,11,2,19,0,
2011,11,20,13,12,11,12,9,7,100,83,66,1016,1014,1013,16,10,1,16,5,27,22.86,Rain
2011,11,21,17,12,8,9,8,7,96,78,60,1025,1021,1016,16,12,1,11,1,19,0,
2011,11,22,21,14,8,11,7,4,89,62,35,1025,1022,1020,16,16,14,8,0,13,0,
2011,11,23,19,14,8,11,8,5,89,67,44,1019,1016,1014,16,16,13,11,2,19,0,
2011,11,24,17,13,10,10,9,7,83,70,56,1020,1017,1015,16,15,10,11,1,16,0,
2011,11,25,19,14,8,11,8,6,93,71,48,1024,1022,1020,16,15,8,11,1,16,0,
2011,11,26,28,18,8,12,6,-1,93,56,19,1025,1024,1022,16,15,11,10,0,13,0,
2011,11,27,28,20,12,2,-2,-6,34,22,10,1026,1023,1022,16,16,16,13,2,16,0,
2011,11,28,27,21,14,7,2,-3,57,36,15,1021,1019,1017,16,16,16,10,2,14,0,
2011,11,29,27,20,13,7,5,-1,66,41,16,1019,1017,1015,16,16,14,8,0,13,0,
2011,11,30,21,15,9,12,7,-8,93,55,17,1017,1012,1007,16,12,6,27,6,47,0,
2011,12,1,19,15,11,-1,-7,-10,41,27,13,1013,1009,1008,16,16,16,37,10,71,0,
2011,12,2,18,13,8,7,3,0,71,51,30,1016,1014,1013,16,16,16,16,2,27,0,
2011,12,3,18,13,7,4,-6,-18,66,37,8,1023,1019,1015,16,16,16,16,3,32,0,
2011,12,4,17,11,4,2,-4,-12,56,35,14,1024,1022,1020,16,16,16,11,1,19,0,
2011,12,5,18,12,5,0,-2,-7,65,42,19,1026,1023,1020,16,16,16,11,1,19,0,
2011,12,6,17,10,3,2,-4,-12,64,39,14,1027,1026,1025,16,16,8,11,1,19,0,
2011,12,7,19,12,5,7,-4,-11,80,47,13,1024,1021,1018,16,16,14,13,1,19,0,
2011,12,8,19,13,6,6,1,-6,80,52,23,1020,1018,1017,16,16,16,10,1,13,0,
2011,12,9,21,13,6,9,3,-1,83,55,26,1021,1020,1018,16,15,4,10,1,14,0,
2011,12,10,21,14,7,9,2,-6,89,53,16,1020,1018,1017,16,16,11,13,1,19,0,
2011,12,11,15,12,8,8,6,5,86,72,57,1017,1014,1011,16,15,11,11,1,19,0,
2011,12,12,12,11,9,8,7,6,86,76,66,1011,1009,1007,16,11,3,16,7,24,20.07,Rain
2011,12,13,17,12,8,8,6,3,93,68,42,1019,1013,1011,16,15,4,13,1,23,4.32,Rain
2011,12,14,16,12,7,9,6,4,93,72,51,1025,1023,1020,16,15,10,11,1,19,0,
2011,12,15,14,11,6,7,6,4,93,77,61,1024,1021,1018,16,14,3,16,2,24,1.02,Rain
2011,12,16,20,12,4,7,3,-3,93,60,26,1019,1018,1016,16,14,10,10,1,19,0,
2011,12,17,18,13,9,8,4,1,71,56,40,1021,1018,1016,16,16,16,13,1,19,0.25,Rain
2011,12,18,17,13,8,10,8,6,89,72,55,1022,1020,1018,16,16,14,10,0,14,0,
2011,12,19,14,12,9,9,8,7,93,78,62,1019,1017,1016,16,13,6,11,2,16,0,
2011,12,20,18,13,7,8,6,3,93,68,42,1017,1015,1014,16,15,11,11,1,16,0,
2011,12,21,18,12,6,10,6,2,89,69,48,1019,1016,1014,16,15,8,8,1,16,0,
2011,12,22,18,13,7,9,-1,-17,89,49,8,1028,1023,1019,16,14,10,23,2,39,0,
2011,12,23,19,12,4,3,-6,-15,54,32,9,1031,1029,1028,16,16,16,11,1,19,0,
2011,12,24,22,13,4,-2,-6,-13,59,34,9,1029,1027,1025,16,16,6,11,0,16,0,
2011,12,25,22,13,4,6,-3,-10,71,41,11,1027,1025,1022,16,16,14,10,0,16,0,
2011,12,26,22,14,6,7,-2,-8,80,47,14,1024,1023,1022,16,16,16,10,1,16,0,
2011,12,27,21,13,5,8,3,-4,86,53,20,1024,1023,1021,16,15,11,11,1,14,0,
2011,12,28,24,16,7,7,0,-7,86,50,14,1023,1021,1019,16,16,11,11,1,19,0,
2011,12,29,23,16,8,11,6,-2,89,56,23,1019,1017,1014,16,14,10,10,0,11,0,
2011,12,30,19,13,8,10,8,6,96,76,56,1019,1016,1015,11,6,2,8,0,11,0,
2011,12,31,23,14,5,11,8,5,93,63,33,1019,1017,1015,11,5,2,10,0,13,0,
2012,1,1,28,18,8,11,4,-7,86,48,10,1022,1020,1019,16,12,3,10,1,13,0,
2012,1,2,27,17,7,12,8,2,96,59,21,1024,1022,1020,16,11,0,10,0,14,0,Fog
2012,1,3,26,18,10,3,1,-3,72,44,16,1023,1022,1020,16,16,16,10,1,16,0,
2012,1,4,30,22,13,6,-2,-6,44,27,10,1024,1022,1021,16,16,16,8,2,14,0,
2012,1,5,28,21,13,7,-1,-6,57,34,11,1021,1018,1015,16,16,16,11,2,16,0,
2012,1,6,23,16,9,10,6,-1,89,56,22,1017,1015,1014,16,15,11,8,0,13,0,
2012,1,7,18,14,9,11,9,8,100,80,60,1018,1016,1014,11,5,0,11,3,19,0,Fog
2012,1,8,21,14,7,8,3,-3,93,57,21,1021,1019,1018,16,11,4,11,1,19,0,
2012,1,9,23,16,8,8,0,-6,66,40,14,1022,1021,1020,16,16,16,13,1,19,0,
2012,1,10,21,15,8,11,3,0,96,61,26,1022,1020,1017,16,15,6,13,1,19,0,
2012,1,11,19,14,8,9,5,1,89,61,32,1018,1016,1014,16,14,5,10,1,13,0,
2012,1,12,24,17,11,7,1,-7,72,43,13,1018,1016,1014,16,16,11,10,0,13,0,
2012,1,13,24,16,7,1,-8,-17,63,35,6,1021,1020,1018,16,16,16,10,1,14,0,
2012,1,14,21,14,8,2,-5,-11,61,36,11,1022,1020,1019,16,16,14,8,0,14,0,
2012,1,15,17,13,8,10,4,-6,83,56,28,1021,1019,1018,16,16,16,11,1,14,T,
2012,1,16,15,13,10,8,6,4,83,69,55,1024,1021,1019,16,15,10,11,2,19,0,
2012,1,17,15,11,6,7,4,2,86,65,43,1027,1025,1024,16,16,16,13,1,21,0,
2012,1,18,18,12,6,7,5,2,83,60,36,1027,1024,1022,16,16,16,11,1,19,0,
2012,1,19,18,12,6,9,6,4,89,65,40,1022,1019,1017,16,14,10,13,0,19,0,
2012,1,20,17,13,9,9,8,7,86,73,60,1021,1019,1017,16,13,8,13,1,16,0,
2012,1,21,17,13,9,13,10,-1,100,66,32,1019,1017,1015,16,9,1,19,4,34,17.27,Rain
2012,1,22,17,13,8,9,7,4,89,72,55,1023,1021,1020,16,16,13,11,1,19,0,
2012,1,23,12,11,8,9,9,8,93,85,77,1020,1016,1012,16,9,2,19,4,27,15.75,Rain
2012,1,24,20,13,7,8,6,4,93,65,37,1023,1021,1017,16,15,8,11,1,16,0,
2012,1,25,26,18,9,7,4,-1,71,46,20,1023,1021,1019,16,16,16,11,0,14,0,
2012,1,26,26,18,10,12,7,3,80,52,23,1020,1017,1014,16,16,16,13,1,19,0,
2012,1,27,26,19,12,11,6,-4,86,51,16,1019,1016,1014,16,16,11,10,1,14,0,
2012,1,28,24,16,7,3,-2,-11,65,37,9,1023,1021,1019,16,16,14,8,0,13,0,
2012,1,29,25,17,8,-1,-8,-14,41,24,7,1023,1020,1018,16,16,16,11,1,16,0,
2012,1,30,21,14,8,11,3,-5,93,57,20,1017,1016,1014,16,15,11,13,1,19,0,
2012,1,31,19,14,10,11,9,6,93,69,44,1021,1018,1016,16,13,10,19,2,26,0,
2012,2,1,19,14,9,10,8,7,89,69,48,1022,1020,1018,16,11,5,13,2,24,0,
2012,2,2,19,14,9,10,8,6,93,68,42,1019,1016,1013,16,9,4,11,1,19,0,
2012,2,3,22,15,8,7,0,-7,86,50,14,1017,1015,1014,16,15,10,11,0,19,0,
2012,2,4,22,16,8,-1,-5,-9,38,25,12,1018,1016,1015,16,16,16,13,2,21,0,
2012,2,5,23,16,8,7,-1,-7,66,40,13,1018,1016,1014,16,16,16,10,1,16,0,
2012,2,6,22,16,9,7,1,-4,77,47,17,1016,1014,1013,16,16,16,10,1,14,0,
2012,2,7,18,16,13,11,6,0,80,58,35,1016,1013,1012,16,16,13,16,4,26,0.25,Rain
2012,2,8,24,17,9,8,5,1,80,53,25,1021,1018,1016,16,16,16,11,0,16,0,
2012,2,9,27,19,11,9,4,0,72,46,19,1022,1021,1019,16,16,16,13,2,24,0,
2012,2,10,22,16,10,12,9,3,93,70,47,1022,1020,1018,16,16,14,13,2,19,0,
2012,2,11,17,14,12,12,11,8,93,77,60,1018,1016,1014,16,14,8,14,3,26,0.25,Rain
2012,2,12,17,14,11,9,8,6,83,66,48,1017,1015,1014,16,16,16,11,1,23,0,
2012,2,13,15,12,9,11,7,2,83,65,47,1017,1015,1012,16,15,5,23,4,37,0.25,Rain
2012,2,14,16,12,7,4,3,1,83,61,39,1019,1016,1013,16,16,16,16,2,26,0,
2012,2,15,14,11,7,11,6,0,83,65,46,1019,1015,1012,16,14,2,19,4,40,3.3,Rain
2012,2,16,21,13,5,3,-1,-6,82,50,18,1020,1018,1015,16,16,16,23,5,45,0,
2012,2,17,21,16,9,7,-1,-5,77,47,17,1021,1020,1019,16,16,16,11,2,21,0,
2012,2,18,18,13,9,9,8,4,93,71,48,1021,1019,1017,16,16,8,13,2,24,0,
2012,2,19,17,13,8,8,7,7,93,74,55,1020,1017,1015,16,16,14,11,1,21,0,
2012,2,20,17,13,9,9,7,6,89,70,51,1021,1019,1018,16,15,10,11,1,21,0,
2012,2,21,23,16,7,8,4,-3,93,55,17,1021,1020,1019,16,15,10,13,2,21,0,
2012,2,22,25,17,9,9,6,1,72,48,23,1020,1017,1013,16,16,16,8,1,-,0,
2012,2,23,26,18,10,12,8,2,93,57,21,1014,1011,1009,16,15,8,13,1,21,0,
2012,2,24,22,17,11,12,11,9,96,72,47,1021,1017,1014,13,7,4,13,2,19,0,
2012,2,25,18,14,11,9,9,8,89,73,56,1022,1017,1014,16,12,5,14,2,24,0,
2012,2,26,18,14,10,9,8,6,89,73,56,1015,1013,1011,16,10,4,14,3,23,0,
2012,2,27,14,11,8,8,6,1,77,68,59,1014,1011,1010,16,16,16,21,6,34,T,Rain
2012,2,28,14,10,6,3,2,0,76,58,40,1025,1022,1015,16,16,14,13,4,24,0,
2012,2,29,15,11,6,9,6,2,83,65,47,1026,1024,1022,16,16,14,14,2,27,0,
2012,3,1,17,13,9,9,7,2,86,67,47,1022,1020,1018,16,16,10,13,2,24,0,
2012,3,2,22,15,8,7,3,-2,86,54,22,1025,1021,1019,16,16,16,14,2,24,0,
2012,3,3,24,17,9,3,-4,-9,48,29,10,1025,1023,1021,16,16,16,11,1,19,0,
2012,3,4,31,22,13,3,-3,-6,39,25,10,1021,1017,1014,16,16,16,5,2,11,0,
2012,3,5,27,19,11,11,4,-2,93,55,16,1016,1014,1013,16,15,8,11,1,16,0,
2012,3,6,16,13,10,11,7,-9,100,62,24,1014,1012,1008,16,10,1,19,4,32,0,
2012,3,7,17,13,8,4,-7,-15,71,41,11,1021,1017,1012,16,16,16,19,7,34,0,
2012,3,8,22,14,6,2,-4,-10,70,41,11,1025,1023,1021,16,16,16,13,1,26,0,
2012,3,9,28,18,8,1,-4,-10,46,27,8,1024,1020,1016,16,16,10,13,3,26,0,
2012,3,10,23,17,9,9,3,-4,77,50,23,1016,1015,1014,16,16,14,11,3,21,0,
2012,3,11,18,15,11,9,8,6,83,64,44,1017,1016,1015,16,16,16,10,3,-,0,
2012,3,12,18,15,11,9,8,7,83,70,56,1018,1017,1015,16,16,13,8,2,-,0,
2012,3,13,17,14,11,8,8,7,83,70,56,1019,1018,1017,16,13,8,14,2,26,0,
2012,3,14,19,14,10,11,9,8,93,73,52,1022,1020,1019,16,13,8,16,3,32,0,
2012,3,15,18,15,12,11,10,9,89,75,60,1022,1020,1018,16,13,6,11,1,19,0,
2012,3,16,16,14,12,12,11,10,86,78,69,1019,1016,1014,16,15,10,5,1,10,T,Rain
2012,3,17,13,10,7,12,10,3,100,81,61,1013,1008,1006,16,9,1,8,6,13,19.05,Rain
2012,3,18,14,11,7,6,3,-1,92,70,47,1014,1009,1006,16,16,14,19,7,50,0.25,Rain
2012,3,19,16,12,7,6,2,-3,80,54,27,1017,1014,1013,16,16,16,16,2,32,0,
2012,3,20,20,14,7,8,4,1,80,54,27,1021,1019,1017,16,16,14,13,1,23,0,
2012,3,21,23,17,9,11,6,0,86,56,25,1020,1017,1014,16,16,13,16,3,23,0,
2012,3,22,22,16,10,10,9,4,89,63,37,1015,1013,1012,16,13,6,13,2,24,0,
2012,3,23,19,16,12,10,9,8,89,69,48,1018,1016,1015,16,14,10,13,2,19,0,
2012,3,24,19,16,12,10,8,6,89,66,42,1016,1014,1013,16,14,10,11,1,16,0,
2012,3,25,14,12,8,11,9,7,93,78,62,1014,1011,1010,16,9,1,24,8,45,23.11,"Fog , Rain"
2012,3,26,18,13,8,8,8,7,93,73,52,1021,1018,1014,16,15,4,14,5,26,1.02,Rain
2012,3,27,18,13,8,8,7,4,86,65,44,1019,1018,1017,16,16,16,14,2,24,0,
2012,3,28,20,14,9,12,9,6,93,73,52,1020,1018,1016,16,16,14,16,2,27,0,
2012,3,29,20,16,12,12,11,11,100,78,55,1018,1017,1015,14,9,5,14,3,24,0,
2012,3,30,20,16,12,12,11,11,93,78,63,1016,1015,1014,11,7,4,14,2,23,0,
2012,3,31,18,14,10,12,11,8,93,79,65,1018,1016,1015,16,11,4,13,4,23,1.02,Rain
2012,4,1,20,14,8,8,2,-1,86,57,28,1017,1016,1015,16,16,16,26,9,42,0,
2012,4,2,26,18,10,4,1,-5,61,37,13,1017,1014,1012,16,16,16,11,4,26,0,
2012,4,3,25,18,11,9,5,1,72,48,23,1016,1014,1013,16,16,13,13,2,21,0,
2012,4,4,22,17,12,10,8,5,83,60,37,1015,1014,1012,16,16,14,13,2,24,0,
2012,4,5,19,16,12,10,8,1,89,62,34,1016,1013,1012,16,15,11,16,4,35,0,
2012,4,6,22,16,9,6,1,-7,63,40,17,1019,1017,1015,16,16,16,13,3,27,0,
2012,4,7,29,21,12,5,-6,-15,55,30,5,1017,1016,1014,16,16,13,13,3,24,0,
2012,4,8,27,19,10,9,2,-4,83,48,13,1017,1016,1015,16,16,16,13,2,23,0,
2012,4,9,26,18,10,9,6,1,89,55,21,1016,1015,1013,16,16,13,16,2,24,0,
2012,4,10,21,16,9,9,8,7,93,67,40,1015,1013,1012,16,15,10,14,3,27,3.81,Rain
2012,4,11,17,14,11,11,10,8,93,77,60,1020,1014,1012,16,12,3,19,6,32,14.73,Rain
2012,4,12,18,14,9,9,8,7,86,67,48,1022,1020,1019,16,16,16,16,4,29,0,
2012,4,13,14,11,8,12,9,4,96,81,66,1018,1011,1008,16,11,1,21,7,34,12.45,Rain
2012,4,14,17,12,7,8,4,3,83,61,39,1019,1013,1009,16,16,16,16,3,32,0,
2012,4,15,19,15,11,9,8,7,83,64,45,1022,1020,1019,16,16,16,14,4,24,0,
2012,4,16,25,18,10,11,9,7,89,61,33,1021,1020,1018,16,16,16,13,2,24,0,
2012,4,17,27,20,13,12,9,6,83,56,28,1018,1016,1014,16,15,3,14,3,23,0,
2012,4,18,24,19,13,12,11,9,86,64,41,1015,1014,1013,16,16,13,16,2,24,0,
2012,4,19,23,18,13,13,12,11,93,75,57,1015,1014,1012,16,11,6,11,1,23,0,
2012,4,20,27,21,13,14,13,12,93,69,45,1015,1014,1012,14,8,3,13,2,23,0,
2012,4,21,24,19,14,14,13,12,87,74,61,1015,1013,1012,16,8,3,13,2,19,0,
2012,4,22,21,17,13,13,13,12,93,77,61,1015,1014,1013,16,9,4,14,3,23,0,
2012,4,23,17,15,13,12,11,10,93,79,65,1018,1016,1015,16,13,4,11,2,19,0,
2012,4,24,22,17,12,12,10,9,86,67,47,1018,1016,1014,16,16,16,16,3,29,0,
2012,4,25,29,22,14,14,12,10,93,63,33,1016,1012,1007,16,14,4,23,3,45,5.08,Rain
2012,4,26,20,17,14,14,13,11,93,78,63,1018,1015,1011,16,13,3,16,4,26,7.37,Rain
2012,4,27,22,17,13,11,10,8,83,65,47,1018,1017,1014,16,16,16,16,2,26,0,
2012,4,28,25,19,12,12,11,10,86,64,41,1014,1011,1008,16,16,16,14,2,23,0,
2012,4,29,24,19,14,13,13,12,93,71,49,1014,1011,1010,16,16,14,10,3,-,0,
2012,4,30,21,18,14,13,13,12,87,77,67,1015,1014,1013,16,13,8,13,3,24,0,
2012,5,1,17,16,14,13,13,12,93,83,72,1014,1013,1012,16,14,5,10,2,16,0,
2012,5,2,18,17,14,12,12,10,86,75,63,1015,1013,1012,16,16,10,10,1,14,T,
2012,5,3,20,17,14,11,11,10,80,69,58,1017,1016,1015,16,16,14,16,3,26,0,
2012,5,4,21,17,12,12,12,11,93,75,57,1019,1017,1016,16,16,13,14,3,26,0,
2012,5,5,23,18,13,13,12,11,93,73,53,1016,1015,1013,16,15,10,14,2,26,0,
2012,5,6,23,19,15,13,13,12,87,70,53,1015,1014,1013,16,14,11,16,3,26,0,
2012,5,7,24,19,15,14,13,12,87,70,53,1015,1014,1012,16,12,8,13,3,24,0,
2012,5,8,22,18,14,13,13,12,93,77,61,1013,1012,1010,16,9,3,13,2,21,0,
2012,5,9,27,21,14,14,13,12,93,69,45,1012,1011,1009,16,14,10,14,2,23,0,
2012,5,10,23,19,15,14,13,11,84,71,57,1013,1012,1011,16,14,10,13,4,24,0,
2012,5,11,23,19,14,12,11,10,86,68,49,1017,1014,1012,16,15,11,14,3,26,0,
2012,5,12,22,18,14,13,12,12,86,72,57,1019,1017,1016,16,14,8,14,3,24,0,
2012,5,13,21,18,14,13,12,12,86,74,61,1019,1017,1016,16,12,4,16,2,26,0,
2012,5,14,24,19,13,13,12,7,93,66,38,1017,1016,1014,16,13,6,14,3,27,0,
2012,5,15,23,18,13,13,11,8,84,64,44,1014,1013,1011,16,16,14,14,2,23,0,
2012,5,16,27,21,14,14,12,11,84,63,42,1012,1011,1009,16,15,11,13,2,21,0,
2012,5,17,25,21,16,14,13,10,90,72,54,1011,1010,1009,16,13,6,13,3,24,0,
2012,5,18,22,18,14,12,12,10,78,66,53,1012,1011,1010,16,14,11,14,3,26,0,
2012,5,19,23,19,16,13,13,11,84,71,57,1014,1012,1011,16,13,10,14,3,24,0,
2012,5,20,24,19,14,14,13,12,87,71,54,1014,1012,1011,14,11,6,13,3,21,0,
2012,5,21,26,21,15,15,13,12,87,71,54,1014,1013,1012,16,11,4,11,3,23,0,
2012,5,22,25,20,15,15,14,13,87,71,54,1013,1012,1009,16,13,10,13,2,21,0,
2012,5,23,23,20,17,14,13,9,84,66,47,1010,1008,1005,16,15,6,16,4,32,0,
2012,5,24,23,19,16,13,13,12,84,69,53,1007,1006,1004,16,16,13,13,5,26,0,
2012,5,25,19,16,13,13,11,7,78,65,52,1009,1007,1005,16,16,14,16,7,37,0.25,Rain
2012,5,26,19,16,12,10,8,6,72,59,45,1017,1014,1010,16,16,16,13,5,-,0,
2012,5,27,22,18,13,12,10,9,78,64,49,1017,1016,1014,16,16,16,14,3,23,0,
2012,5,28,26,20,14,13,11,9,86,61,36,1014,1013,1012,16,16,16,14,3,26,0,
2012,5,29,26,21,16,14,13,11,90,65,39,1015,1014,1013,16,16,16,14,2,23,0,
2012,5,30,23,19,14,13,12,12,86,70,53,1017,1015,1014,16,16,13,11,3,23,0,
2012,5,31,26,21,15,14,13,13,87,69,50,1015,1012,1009,16,14,8,13,2,23,0,
2012,6,1,25,21,16,16,14,13,90,74,57,1011,1010,1009,16,12,6,13,2,23,0,
2012,6,2,23,20,16,14,13,13,84,71,57,1012,1011,1010,16,14,8,14,2,26,0,
2012,6,3,23,20,17,13,13,12,78,66,53,1014,1012,1010,16,16,16,13,3,23,0,
2012,6,4,21,19,16,14,13,12,84,73,61,1015,1014,1013,16,16,13,16,3,26,0,
2012,6,5,24,19,15,13,9,1,84,54,23,1015,1013,1012,16,16,16,19,4,29,0,
2012,6,6,24,19,14,12,10,8,80,59,38,1012,1010,1008,16,16,16,16,3,24,0,
2012,6,7,27,22,17,14,12,9,78,59,39,1011,1010,1009,16,15,3,14,2,23,0,
2012,6,8,25,21,16,14,14,12,90,70,50,1011,1010,1010,16,15,13,16,4,26,0,
2012,6,9,23,19,16,14,13,12,84,71,57,1011,1010,1008,16,16,14,13,2,24,0,
2012,6,10,24,21,16,13,12,12,78,66,53,1014,1011,1010,16,16,13,16,3,24,0,
2012,6,11,23,20,16,14,13,13,84,69,53,1015,1014,1012,16,15,11,13,4,24,0,
2012,6,12,23,19,16,14,14,13,90,74,57,1015,1013,1012,16,15,11,14,4,26,0,
2012,6,13,23,20,17,14,14,13,84,69,53,1012,1010,1008,16,13,6,16,3,26,0,
2012,6,14,23,19,16,14,13,12,84,71,57,1011,1010,1009,16,15,11,14,3,26,0,
2012,6,15,23,19,16,14,13,12,78,68,57,1011,1010,1009,16,16,13,13,2,23,0,
2012,6,16,24,21,17,14,14,13,84,71,57,1013,1010,1009,16,15,10,14,3,24,0,
2012,6,17,25,21,16,16,14,14,90,74,58,1013,1012,1011,16,15,11,13,3,21,0,
2012,6,18,23,19,16,15,14,13,90,76,61,1013,1012,1010,16,12,5,16,4,26,0,
2012,6,19,23,19,16,14,13,13,90,72,53,1013,1011,1010,16,16,13,14,3,27,0,
2012,6,20,23,19,16,14,13,13,84,69,53,1011,1010,1009,16,14,8,13,3,24,0,
2012,6,21,23,20,16,14,13,13,84,71,57,1013,1012,1011,16,15,10,14,2,24,0,
2012,6,22,23,19,16,14,13,12,84,69,53,1013,1011,1009,16,14,8,14,3,26,0,
2012,6,23,23,19,15,13,13,12,84,69,53,1011,1010,1009,16,16,16,14,3,26,0,
2012,6,24,27,21,15,13,12,9,84,63,42,1015,1013,1011,16,16,16,14,2,24,0,
2012,6,25,26,21,14,12,11,7,86,61,35,1016,1015,1013,16,16,16,14,3,23,0,
2012,6,26,27,21,14,14,11,8,84,58,32,1013,1011,1009,16,16,16,14,2,24,0,
2012,6,27,28,22,15,14,12,11,78,57,36,1013,1011,1009,16,16,16,14,3,23,0,
2012,6,28,26,21,16,14,14,13,90,68,45,1016,1015,1013,16,16,11,14,2,23,0,
2012,6,29,26,21,16,14,13,12,90,69,47,1016,1015,1013,16,15,8,14,3,23,0,
2012,6,30,27,21,16,15,13,13,84,66,47,1014,1013,1011,16,16,16,13,2,23,0,
2012,7,1,25,21,17,15,14,14,84,71,57,1012,1011,1009,16,16,16,13,2,23,0,
2012,7,2,26,21,17,16,14,13,84,70,56,1012,1011,1010,16,16,13,14,3,23,0,
2012,7,3,24,17,6,15,14,14,84,69,54,1013,1012,1010,16,16,13,13,3,23,0,
2012,7,4,23,0,-23,14,14,14,78,70,61,1014,1013,1012,16,14,6,11,2,23,0,
2012,7,5,23,20,17,15,14,13,84,75,66,1015,1014,1013,16,13,8,13,2,21,0,
2012,7,6,24,21,16,14,14,14,90,74,57,1016,1015,1013,16,16,11,13,3,23,0,
2012,7,7,23,19,14,14,14,13,93,73,53,1016,1015,1014,16,14,6,13,2,23,0,
2012,7,8,24,19,14,14,13,11,93,68,43,1016,1015,1013,16,13,8,13,2,21,0,
2012,7,9,28,22,15,15,13,12,90,65,39,1014,1013,1011,16,16,10,13,2,21,0,
2012,7,10,29,23,17,16,14,11,93,65,36,1012,1011,1009,16,16,13,13,2,23,0,
2012,7,11,31,24,17,16,14,13,90,66,42,1011,1010,1008,16,15,10,14,2,23,0,
2012,7,12,27,22,18,17,16,15,87,72,56,1011,1010,1008,16,14,10,14,2,19,0.25,Rain
2012,7,13,29,24,18,18,17,14,78,65,51,1013,1011,1009,16,14,6,13,1,21,T,Rain
2012,7,14,28,22,16,17,16,14,97,74,51,1014,1013,1011,16,14,6,13,2,19,0,
2012,7,15,26,22,17,16,14,13,87,69,50,1014,1013,1011,16,15,10,13,4,24,0,
2012,7,16,24,21,17,13,13,12,78,64,49,1015,1014,1013,16,16,16,19,2,29,0,
2012,7,17,25,21,17,14,13,11,84,65,46,1016,1015,1014,16,16,16,16,3,27,0,
2012,7,18,26,21,16,16,14,11,90,65,39,1015,1014,1011,16,16,16,14,2,23,T,Rain
2012,7,19,33,26,19,16,14,11,81,54,27,1014,1012,1011,16,16,16,13,3,21,0,
2012,7,20,30,24,18,16,14,12,78,60,42,1015,1014,1012,16,16,16,14,2,24,0,
2012,7,21,28,23,18,17,16,14,87,68,48,1014,1013,1010,16,16,14,14,2,23,0,
2012,7,22,27,22,17,16,16,14,87,71,54,1015,1013,1012,16,14,10,13,2,23,0,
2012,7,23,25,21,16,16,15,14,90,75,60,1015,1014,1013,16,14,8,13,2,21,0,
2012,7,24,26,21,16,14,14,13,90,70,50,1016,1015,1013,16,14,8,13,2,23,0,
2012,7,25,26,21,16,14,13,13,90,70,50,1017,1015,1013,16,15,11,13,3,24,0,
2012,7,26,24,20,16,14,13,13,84,67,50,1016,1015,1013,16,16,13,14,2,24,0,
2012,7,27,25,21,16,13,13,12,84,67,50,1016,1015,1013,16,15,11,14,3,24,0,
2012,7,28,26,21,15,14,13,12,87,67,46,1015,1014,1013,16,15,11,13,2,23,0,
2012,7,29,26,21,16,15,14,14,90,69,48,1015,1014,1012,16,15,10,13,3,23,0,
2012,7,30,26,22,17,16,15,14,90,72,54,1015,1014,1012,16,15,13,13,3,21,0,
2012,7,31,28,22,17,16,16,15,90,71,51,1016,1015,1014,16,13,4,11,1,21,0,
2012,8,1,27,22,17,16,16,12,93,68,42,1017,1016,1014,16,12,5,13,3,19,0,
2012,8,2,28,22,16,16,15,12,90,64,37,1015,1014,1011,16,15,8,13,2,23,0,
2012,8,3,26,22,17,16,15,14,87,71,54,1013,1012,1010,16,15,8,13,2,21,0,
2012,8,4,26,22,17,16,16,14,87,71,54,1014,1012,1011,16,14,8,13,3,21,0,
2012,8,5,26,22,17,16,15,14,90,70,50,1015,1014,1013,16,16,16,14,2,23,0,
2012,8,6,30,24,18,17,16,14,87,66,44,1015,1014,1012,16,16,16,14,2,23,0,
2012,8,7,33,26,19,17,16,14,78,60,41,1013,1012,1010,16,16,14,14,2,21,0,
